st_postaje,tip_postaje,leto,tprim12,tprim15,zacetek_ks,konec_ks,traj_ks,tpres18,tpres21,tpres23,cdd24
241,samodejna,2008,,,,,,,,,
241,samodejna,2009,2963,2697,2008-09-16,2009-05-08,235,287,89,25,43
241,samodejna,2010,2990,2783,2009-10-15,2010-05-11,209,276,104,43,66
241,samodejna,2011,2988,2735,2010-09-21,2011-05-11,233,355,130,55,93
241,samodejna,2012,2967,2715,2011-10-10,2012-05-21,225,388,166,78,127
241,samodejna,2013,,,2012-10-13,2013-06-04,235,,,,
241,samodejna,2014,2443,2312,2013-09-30,2014-05-20,233,203,51,15,23
241,samodejna,2015,2615,2418,2014-10-25,2015-05-26,214,375,168,76,126
241,samodejna,2016,2701,2491,2015-10-02,2016-05-22,234,295,84,26,45
241,samodejna,2017,,,,,,,,,
241,samodejna,2018,2801,2533,2017-10-02,2018-04-15,196,348,99,34,65
241,samodejna,2019,2739,2512,2018-09-27,2019-05-22,238,383,157,57,93
241,samodejna,2020,2376,2206,2019-09-21,2020-04-25,218,291,98,37,71
241,samodejna,2021,2946,2691,2020-09-29,2021-06-02,247,406,181,86,150
241,samodejna,2022,,,,,,,,,
241,registrator,1961,,,,,,,,,
241,registrator,1962,,,,,,,,,
241,registrator,1963,,,,,,,,,
241,registrator,1964,,,,,,,,,
241,registrator,1965,,,,,,,,,
241,registrator,1966,,,,,,,,,
241,registrator,1967,,,,,,,,,
241,registrator,1968,,,,,,,,,
241,registrator,1969,,,,,,,,,
241,registrator,1970,,,,,,,,,
241,registrator,1971,,,,,,,,,
241,registrator,1972,,,,,,,,,
241,registrator,1973,,,,,,,,,
241,registrator,1974,,,,,,,,,
241,registrator,1975,,,,,,,,,
241,registrator,1976,,,,,,,,,
241,registrator,1977,,,,,,,,,
241,registrator,1978,,,,,,,,,
241,registrator,1979,,,,,,,,,
241,registrator,1980,,,,,,,,,
241,registrator,1981,,,,,,,,,
241,registrator,1982,,,,,,,,,
241,registrator,1983,,,,,,,,,
241,registrator,1984,,,,,,,,,
241,registrator,1985,,,,,,,,,
241,registrator,1986,,,,,,,,,
241,registrator,1987,,,,,,,,,
241,registrator,1988,,,,,,,,,
241,registrator,1989,,,,,,,,,
241,registrator,1990,,,,,,,,,
241,registrator,1991,,,,,,,,,
241,registrator,1992,,,,,,,,,
241,registrator,1993,,,,,,,,,
241,registrator,1994,,,,,,,,,
241,registrator,1995,,,,,,,,,
241,registrator,1996,,,,,,,,,
241,registrator,1997,,,,,,,,,
241,registrator,1998,,,,,,,,,
241,registrator,1999,,,,,,,,,
241,registrator,2000,,,,,,,,,
241,registrator,2001,,,,,,,,,
241,registrator,2002,,,,,,,,,
241,registrator,2003,,,,,,,,,
241,registrator,2004,,,,,,,,,
241,registrator,2005,,,,,,,,,
241,registrator,2006,,,,,,,,,
241,registrator,2007,,,,,,,,,
241,registrator,2008,,,,,,,,,
241,registrator,2009,,,,,,,,,
241,registrator,2010,,,,,,,,,
241,registrator,2011,,,,,,,,,
241,registrator,2012,,,,,,,,,
241,registrator,2013,,,,,,,,,
241,registrator,2014,,,,,,,,,
241,registrator,2015,,,,,,,,,
241,registrator,2016,,,,,,,,,
241,registrator,2017,,,,,,,,,
241,registrator,2018,,,,,,,,,
241,registrator,2019,,,,,,,,,
241,registrator,2020,,,,,,,,,
241,registrator,2021,,,,,,,,,
241,registrator,2022,,,,,,,,,
245,podnebna,1961,,,,,,,,,
245,podnebna,1962,3931,3620,1961-09-25,1962-06-16,265,69,5,0,0
245,podnebna,1963,4299,3947,1962-07-03,1963-05-28,330,103,11,1,0
245,podnebna,1964,3794,2701,1963-09-29,1964-06-02,248,53,2,0,0
245,podnebna,1965,4027,3707,1964-07-13,1965-06-20,343,58,7,1,0
245,podnebna,1966,3571,3378,1965-07-08,1966-06-07,335,43,4,0,0
245,podnebna,1967,3635,3459,1966-08-28,1967-06-19,296,102,17,1,0
245,podnebna,1968,3565,3328,1967-09-14,1968-06-28,289,60,13,2,4
245,podnebna,1969,3915,3615,1968-07-23,1969-06-12,325,28,0,0,0
245,podnebna,1970,4142,3689,1969-07-02,1970-06-09,343,65,9,3,5
245,podnebna,1971,3803,3357,1970-07-06,1971-06-22,352,41,1,0,0
245,podnebna,1972,4061,3097,1971-09-04,1972-06-28,299,43,1,0,0
245,podnebna,1973,3984,3439,1972-08-24,1973-06-21,302,50,6,0,0
245,podnebna,1974,3691,3250,1973-07-29,1974-06-24,331,53,5,0,0
245,podnebna,1975,3734,3271,1974-09-26,1975-06-11,259,32,2,0,0
245,podnebna,1976,3933,3481,1975-07-02,1976-06-21,356,45,7,0,0
245,podnebna,1977,3570,1424,1976-08-03,1977-06-10,312,37,0,0,0
245,podnebna,1978,3939,1582,1977-09-17,1978-06-30,287,17,0,0,0
245,podnebna,1979,4009,3581,1978-07-24,1979-05-19,300,40,0,0,0
245,podnebna,1980,3938,3559,1979-08-28,1980-06-05,283,33,0,0,0
245,podnebna,1981,4175,3758,1980-08-26,1981-06-28,307,58,3,0,0
245,podnebna,1982,3829,3582,1981-08-27,1982-06-18,296,55,3,0,0
245,podnebna,1983,,,,,,,,,
245,podnebna,1984,,,,,,,,,
245,podnebna,1985,,,,,,,,,
245,podnebna,1986,,,,,,,,,
245,podnebna,1987,,,,,,,,,
245,podnebna,1988,,,,,,,,,
245,podnebna,1989,,,,,,,,,
245,podnebna,1990,,,,,,,,,
245,podnebna,1991,,,,,,,,,
245,podnebna,1992,,,,,,,,,
245,podnebna,1993,,,,,,,,,
245,podnebna,1994,,,,,,,,,
245,podnebna,1995,,,,,,,,,
245,podnebna,1996,,,,,,,,,
245,podnebna,1997,,,,,,,,,
245,podnebna,1998,,,,,,,,,
245,podnebna,1999,,,,,,,,,
245,podnebna,2000,,,,,,,,,
245,podnebna,2001,,,,,,,,,
245,podnebna,2002,,,,,,,,,
245,podnebna,2003,,,,,,,,,
245,podnebna,2004,,,,,,,,,
245,podnebna,2005,,,,,,,,,
245,podnebna,2006,,,,,,,,,
245,podnebna,2007,,,,,,,,,
245,podnebna,2008,,,,,,,,,
245,podnebna,2009,,,,,,,,,
245,podnebna,2010,,,,,,,,,
245,podnebna,2011,,,,,,,,,
245,podnebna,2012,,,,,,,,,
245,podnebna,2013,,,,,,,,,
245,podnebna,2014,,,,,,,,,
245,podnebna,2015,,,,,,,,,
245,podnebna,2016,,,,,,,,,
245,podnebna,2017,,,,,,,,,
245,podnebna,2018,,,,,,,,,
245,podnebna,2019,,,,,,,,,
245,podnebna,2020,,,,,,,,,
245,podnebna,2021,,,,,,,,,
245,podnebna,2022,,,,,,,,,
245,registrator,1961,,,,,,,,,
245,registrator,1962,,,,,,,,,
245,registrator,1963,,,,,,,,,
245,registrator,1964,,,,,,,,,
245,registrator,1965,,,,,,,,,
245,registrator,1966,,,,,,,,,
245,registrator,1967,,,,,,,,,
245,registrator,1968,,,,,,,,,
245,registrator,1969,,,,,,,,,
245,registrator,1970,,,,,,,,,
245,registrator,1971,,,,,,,,,
245,registrator,1972,,,,,,,,,
245,registrator,1973,,,,,,,,,
245,registrator,1974,,,,,,,,,
245,registrator,1975,,,,,,,,,
245,registrator,1976,,,,,,,,,
245,registrator,1977,,,,,,,,,
245,registrator,1978,,,,,,,,,
245,registrator,1979,,,,,,,,,
245,registrator,1980,,,,,,,,,
245,registrator,1981,,,,,,,,,
245,registrator,1982,,,,,,,,,
245,registrator,1983,,,,,,,,,
245,registrator,1984,,,,,,,,,
245,registrator,1985,,,,,,,,,
245,registrator,1986,,,,,,,,,
245,registrator,1987,,,,,,,,,
245,registrator,1988,,,,,,,,,
245,registrator,1989,,,,,,,,,
245,registrator,1990,,,,,,,,,
245,registrator,1991,,,,,,,,,
245,registrator,1992,,,,,,,,,
245,registrator,1993,,,,,,,,,
245,registrator,1994,,,,,,,,,
245,registrator,1995,,,,,,,,,
245,registrator,1996,,,,,,,,,
245,registrator,1997,,,,,,,,,
245,registrator,1998,,,,,,,,,
245,registrator,1999,,,,,,,,,
245,registrator,2000,,,,,,,,,
245,registrator,2001,,,,,,,,,
245,registrator,2002,3513,3131,2001-09-08,2002-05-16,251,134,27,3,4
245,registrator,2003,3650,3219,2002-09-14,2003-05-26,255,188,64,18,25
245,registrator,2004,,,,,,,,,
245,registrator,2005,3583,3312,2004-07-14,2005-06-15,337,117,24,4,4
245,registrator,2006,3760,3463,2005-08-10,2006-06-13,308,212,65,18,36
245,registrator,2007,2812,2495,2006-09-02,2007-05-08,249,162,42,10,17
245,registrator,2008,,,,,,,,,
245,registrator,2009,3438,3103,2008-09-16,2009-06-03,261,169,27,1,0
245,registrator,2010,3429,3181,2009-09-08,2010-05-25,260,187,52,22,40
245,registrator,2011,3682,3284,2010-09-08,2011-05-21,256,193,45,10,15
245,registrator,2012,3480,3121,2011-09-26,2012-05-22,240,249,76,22,35
245,registrator,2013,,,,,,,,,
245,registrator,2014,2920,2644,2013-09-14,2014-06-06,266,120,21,2,4
245,registrator,2015,,,,,,,,,
245,registrator,2016,,,,,,,,,
245,registrator,2017,,,,,,,,,
245,registrator,2018,,,,,,,,,
245,registrator,2019,3249,2853,2018-09-25,2019-06-03,252,173,50,13,24
245,registrator,2020,,,,,,,,,
245,registrator,2021,3394,3032,2020-09-29,2021-06-04,249,242,82,22,36
245,registrator,2022,,,,,,,,,
249,podnebna,1961,,,,,,,,,
249,podnebna,1962,3574,3266,1961-09-25,1962-06-15,264,142,22,2,3
249,podnebna,1963,3917,3648,1962-09-11,1963-05-11,243,191,51,9,11
249,podnebna,1964,3550,3226,1963-10-01,1964-05-20,233,124,13,0,0
249,podnebna,1965,3682,3303,1964-09-24,1965-05-26,245,119,25,2,0
249,podnebna,1966,3239,2942,1965-09-22,1966-06-04,256,110,15,0,0
249,podnebna,1967,3275,3072,1966-09-22,1967-06-17,269,176,41,6,7
249,podnebna,1968,3146,2999,1967-09-14,1968-05-25,255,119,36,15,24
249,podnebna,1969,3519,3296,1968-09-26,1969-05-24,241,130,16,0,0
249,podnebna,1970,3654,3288,1969-09-22,1970-06-07,259,152,28,3,3
249,podnebna,1971,3371,3069,1970-09-25,1971-05-09,227,141,31,8,9
249,podnebna,1972,3570,3167,1971-09-09,1972-05-24,259,139,28,7,14
249,podnebna,1973,3714,3351,1972-09-14,1973-05-21,250,155,24,3,5
249,podnebna,1974,3321,2975,1973-09-28,1974-06-15,261,159,45,10,17
249,podnebna,1975,3244,2875,1974-09-28,1975-06-11,257,114,10,1,0
249,podnebna,1976,3536,3127,1975-10-08,1976-05-06,212,106,26,6,11
249,podnebna,1977,3086,2797,1976-09-06,1977-06-07,275,132,24,4,7
249,podnebna,1978,3503,3117,1977-09-16,1978-05-20,247,83,10,1,0
249,podnebna,1979,3534,3210,1978-09-15,1979-05-17,245,168,28,3,7
249,podnebna,1980,3496,3122,1979-09-18,1980-05-28,254,126,26,2,3
249,podnebna,1981,3438,3172,1980-09-30,1981-05-16,229,191,47,10,15
249,podnebna,1982,3419,3131,1981-10-15,1982-05-16,214,206,38,6,5
249,podnebna,1983,2850,2636,1982-10-06,1983-04-20,197,231,59,20,31
249,podnebna,1984,3509,3221,1983-10-15,1984-05-18,217,114,28,8,13
249,podnebna,1985,3523,3297,1984-09-27,1985-05-12,228,161,41,8,15
249,podnebna,1986,3421,3032,1985-09-12,1986-06-10,272,187,42,8,14
249,podnebna,1987,3596,3318,1986-09-22,1987-06-21,273,208,52,11,16
249,podnebna,1988,2979,2687,1987-09-30,1988-05-06,220,220,77,26,47
249,podnebna,1989,3116,2817,1988-09-16,1989-05-19,246,134,24,2,0
249,podnebna,1990,2950,2677,1989-10-03,1990-05-02,212,172,44,7,11
249,podnebna,1991,3350,3033,1990-09-14,1991-05-30,259,233,65,14,23
249,podnebna,1992,3138,2826,1991-10-05,1992-05-04,213,278,94,32,62
249,podnebna,1993,3063,2770,1992-10-13,1993-04-20,190,293,106,38,70
249,podnebna,1994,2899,2710,1993-10-21,1994-05-14,206,343,121,39,71
249,podnebna,1995,3099,2701,1994-09-20,1995-05-24,247,203,54,10,11
249,podnebna,1996,3350,3100,1995-09-02,1996-04-21,233,169,36,9,19
249,podnebna,1997,3286,3019,1996-09-08,1997-05-03,238,209,22,3,4
249,podnebna,1998,2961,2668,1997-09-17,1998-05-21,247,301,116,40,58
249,podnebna,1999,3193,2901,1998-09-16,1999-05-10,237,229,70,22,43
249,podnebna,2000,2993,2654,1999-10-07,2000-04-13,190,351,144,60,108
249,podnebna,2001,2447,2277,2000-10-10,2001-04-30,203,329,125,47,76
249,podnebna,2002,2984,2677,2001-09-18,2002-04-23,218,253,75,26,47
249,podnebna,2003,3186,2818,2002-09-15,2003-05-19,247,537,250,124,200
249,podnebna,2004,3197,2909,2003-09-27,2004-05-27,244,217,62,19,33
249,podnebna,2005,3139,2872,2004-09-27,2005-06-12,259,233,77,27,44
249,podnebna,2006,3269,3028,2005-09-21,2006-06-13,266,324,142,60,103
249,podnebna,2007,2229,2049,2006-10-11,2007-04-11,183,322,119,50,84
249,podnebna,2008,3119,2783,2007-09-07,2008-05-04,241,311,100,29,57
249,podnebna,2009,2920,2681,2008-09-16,2009-05-08,235,321,107,31,56
249,podnebna,2010,2997,2724,2009-10-15,2010-04-25,193,317,127,53,81
249,podnebna,2011,3089,2755,2010-09-21,2011-05-11,233,359,129,50,82
249,podnebna,2012,3047,2680,2011-10-10,2012-05-21,225,428,189,91,143
249,podnebna,2013,3028,2702,2012-09-22,2013-06-04,256,374,169,90,129
249,podnebna,2014,2367,2219,2013-10-05,2014-05-08,216,232,68,21,37
249,podnebna,2015,2578,2331,2014-10-25,2015-05-03,191,446,209,103,169
249,podnebna,2016,2736,2456,2015-10-01,2016-05-20,233,326,101,34,60
249,podnebna,2017,2968,2666,2016-10-06,2017-05-13,220,134,44,18,28
249,podnebna,2018,,,,,,,,,
249,podnebna,2019,,,,,,,,,
249,podnebna,2020,,,,,,,,,
249,podnebna,2021,,,,,,,,,
249,podnebna,2022,,,,,,,,,
249,samodejna,1961,,,,,,,,,
249,samodejna,1962,,,,,,,,,
249,samodejna,1963,,,,,,,,,
249,samodejna,1964,,,,,,,,,
249,samodejna,1965,,,,,,,,,
249,samodejna,1966,,,,,,,,,
249,samodejna,1967,,,,,,,,,
249,samodejna,1968,,,,,,,,,
249,samodejna,1969,,,,,,,,,
249,samodejna,1970,,,,,,,,,
249,samodejna,1971,,,,,,,,,
249,samodejna,1972,,,,,,,,,
249,samodejna,1973,,,,,,,,,
249,samodejna,1974,,,,,,,,,
249,samodejna,1975,,,,,,,,,
249,samodejna,1976,,,,,,,,,
249,samodejna,1977,,,,,,,,,
249,samodejna,1978,,,,,,,,,
249,samodejna,1979,,,,,,,,,
249,samodejna,1980,,,,,,,,,
249,samodejna,1981,,,,,,,,,
249,samodejna,1982,,,,,,,,,
249,samodejna,1983,,,,,,,,,
249,samodejna,1984,,,,,,,,,
249,samodejna,1985,,,,,,,,,
249,samodejna,1986,,,,,,,,,
249,samodejna,1987,,,,,,,,,
249,samodejna,1988,,,,,,,,,
249,samodejna,1989,,,,,,,,,
249,samodejna,1990,,,,,,,,,
249,samodejna,1991,,,,,,,,,
249,samodejna,1992,,,,,,,,,
249,samodejna,1993,,,,,,,,,
249,samodejna,1994,,,,,,,,,
249,samodejna,1995,,,,,,,,,
249,samodejna,1996,,,,,,,,,
249,samodejna,1997,,,,,,,,,
249,samodejna,1998,,,,,,,,,
249,samodejna,1999,,,,,,,,,
249,samodejna,2000,2991,2649,1999-10-07,2000-04-13,190,312,126,53,88
249,samodejna,2001,,,,,,,,,
249,samodejna,2002,,,,,,,,,
249,samodejna,2003,3127,2846,2002-09-15,2003-05-19,247,532,246,121,193
249,samodejna,2004,3124,2925,2003-09-27,2004-05-27,244,214,61,18,32
249,samodejna,2005,3165,2945,2004-09-27,2005-06-12,259,223,72,25,39
249,samodejna,2006,3259,3090,2005-09-20,2006-06-13,267,315,135,56,97
249,samodejna,2007,2222,2091,2006-10-11,2007-04-11,183,310,114,48,77
249,samodejna,2008,3075,2789,2007-09-07,2008-05-04,241,306,97,28,47
249,samodejna,2009,2921,2712,2008-09-16,2009-05-08,235,313,102,29,52
249,samodejna,2010,2936,2749,2009-10-05,2010-04-25,203,269,117,51,80
249,samodejna,2011,,,,,,,,,
249,samodejna,2012,,,,,,,,,
249,samodejna,2013,3020,2764,2012-09-22,2013-06-04,256,364,164,86,123
249,samodejna,2014,2427,2294,2013-10-02,2014-05-08,219,214,62,18,30
249,samodejna,2015,,,,,,,,,
249,samodejna,2016,,,,,,,,,
249,samodejna,2017,2979,2748,2016-10-06,2017-05-13,220,424,195,99,159
249,samodejna,2018,,,2017-09-22,2018-04-15,206,,,,
249,samodejna,2019,2814,2537,2018-09-27,2019-05-20,236,402,168,64,110
249,samodejna,2020,2481,2247,2019-09-21,2020-04-26,219,297,99,36,62
249,samodejna,2021,2913,2649,2020-09-29,2021-06-02,247,392,176,85,129
249,samodejna,2022,,,,,,,,,
249,registrator,1961,,,,,,,,,
249,registrator,1962,,,,,,,,,
249,registrator,1963,,,,,,,,,
249,registrator,1964,,,,,,,,,
249,registrator,1965,,,,,,,,,
249,registrator,1966,,,,,,,,,
249,registrator,1967,,,,,,,,,
249,registrator,1968,,,,,,,,,
249,registrator,1969,,,,,,,,,
249,registrator,1970,,,,,,,,,
249,registrator,1971,,,,,,,,,
249,registrator,1972,,,,,,,,,
249,registrator,1973,,,,,,,,,
249,registrator,1974,,,,,,,,,
249,registrator,1975,,,,,,,,,
249,registrator,1976,,,,,,,,,
249,registrator,1977,,,,,,,,,
249,registrator,1978,,,,,,,,,
249,registrator,1979,,,,,,,,,
249,registrator,1980,,,,,,,,,
249,registrator,1981,,,,,,,,,
249,registrator,1982,,,,,,,,,
249,registrator,1983,,,,,,,,,
249,registrator,1984,,,,,,,,,
249,registrator,1985,,,,,,,,,
249,registrator,1986,,,,,,,,,
249,registrator,1987,,,,,,,,,
249,registrator,1988,,,,,,,,,
249,registrator,1989,,,,,,,,,
249,registrator,1990,,,,,,,,,
249,registrator,1991,,,,,,,,,
249,registrator,1992,,,,,,,,,
249,registrator,1993,,,,,,,,,
249,registrator,1994,,,,,,,,,
249,registrator,1995,,,,,,,,,
249,registrator,1996,,,,,,,,,
249,registrator,1997,,,,,,,,,
249,registrator,1998,,,,,,,,,
249,registrator,1999,,,,,,,,,
249,registrator,2000,,,,,,,,,
249,registrator,2001,,,,,,,,,
249,registrator,2002,,,,,,,,,
249,registrator,2003,,,,,,,,,
249,registrator,2004,,,,,,,,,
249,registrator,2005,,,,,,,,,
249,registrator,2006,,,,,,,,,
249,registrator,2007,,,,,,,,,
249,registrator,2008,,,,,,,,,
249,registrator,2009,,,,,,,,,
249,registrator,2010,,,,,,,,,
249,registrator,2011,,,,,,,,,
249,registrator,2012,,,,,,,,,
249,registrator,2013,,,,,,,,,
249,registrator,2014,,,,,,,,,
249,registrator,2015,,,,,,,,,
249,registrator,2016,,,,,,,,,
249,registrator,2017,,,,,,,,,
249,registrator,2018,,,,,,,,,
249,registrator,2019,,,,,,,,,
249,registrator,2020,,,,,,,,,
249,registrator,2021,,,,,,,,,
249,registrator,2022,,,,,,,,,
249,registrator,1961,,,,,,,,,
249,registrator,1962,,,,,,,,,
249,registrator,1963,,,,,,,,,
249,registrator,1964,,,,,,,,,
249,registrator,1965,,,,,,,,,
249,registrator,1966,,,,,,,,,
249,registrator,1967,,,,,,,,,
249,registrator,1968,,,,,,,,,
249,registrator,1969,,,,,,,,,
249,registrator,1970,,,,,,,,,
249,registrator,1971,,,,,,,,,
249,registrator,1972,,,,,,,,,
249,registrator,1973,,,,,,,,,
249,registrator,1974,,,,,,,,,
249,registrator,1975,,,,,,,,,
249,registrator,1976,,,,,,,,,
249,registrator,1977,,,,,,,,,
249,registrator,1978,,,,,,,,,
249,registrator,1979,,,,,,,,,
249,registrator,1980,,,,,,,,,
249,registrator,1981,,,,,,,,,
249,registrator,1982,,,,,,,,,
249,registrator,1983,,,,,,,,,
249,registrator,1984,,,,,,,,,
249,registrator,1985,,,,,,,,,
249,registrator,1986,,,,,,,,,
249,registrator,1987,,,,,,,,,
249,registrator,1988,,,,,,,,,
249,registrator,1989,,,,,,,,,
249,registrator,1990,,,,,,,,,
249,registrator,1991,,,,,,,,,
249,registrator,1992,,,,,,,,,
249,registrator,1993,,,,,,,,,
249,registrator,1994,,,,,,,,,
249,registrator,1995,,,,,,,,,
249,registrator,1996,,,,,,,,,
249,registrator,1997,,,,,,,,,
249,registrator,1998,,,,,,,,,
249,registrator,1999,,,,,,,,,
249,registrator,2000,,,,,,,,,
249,registrator,2001,,,,,,,,,
249,registrator,2002,,,,,,,,,
249,registrator,2003,,,,,,,,,
249,registrator,2004,,,,,,,,,
249,registrator,2005,,,,,,,,,
249,registrator,2006,,,,,,,,,
249,registrator,2007,,,,,,,,,
249,registrator,2008,,,,,,,,,
249,registrator,2009,,,,,,,,,
249,registrator,2010,,,,,,,,,
249,registrator,2011,,,,,,,,,
249,registrator,2012,,,,,,,,,
249,registrator,2013,,,,,,,,,
249,registrator,2014,,,,,,,,,
249,registrator,2015,,,,,,,,,
249,registrator,2016,,,,,,,,,
249,registrator,2017,,,,,,,,,
249,registrator,2018,,,,,,,,,
249,registrator,2019,,,,,,,,,
249,registrator,2020,,,,,,,,,
249,registrator,2021,,,,,,,,,
249,registrator,2022,,,,,,,,,
251,samodejna,1961,,,,,,,,,
251,samodejna,1962,,,,,,,,,
251,samodejna,1963,,,,,,,,,
251,samodejna,1964,,,,,,,,,
251,samodejna,1965,,,,,,,,,
251,samodejna,1966,,,,,,,,,
251,samodejna,1967,,,,,,,,,
251,samodejna,1968,,,,,,,,,
251,samodejna,1969,,,,,,,,,
251,samodejna,1970,,,,,,,,,
251,samodejna,1971,,,,,,,,,
251,samodejna,1972,,,,,,,,,
251,samodejna,1973,,,,,,,,,
251,samodejna,1974,,,,,,,,,
251,samodejna,1975,,,,,,,,,
251,samodejna,1976,,,,,,,,,
251,samodejna,1977,,,,,,,,,
251,samodejna,1978,,,,,,,,,
251,samodejna,1979,,,,,,,,,
251,samodejna,1980,,,,,,,,,
251,samodejna,1981,,,,,,,,,
251,samodejna,1982,,,,,,,,,
251,samodejna,1983,,,,,,,,,
251,samodejna,1984,,,,,,,,,
251,samodejna,1985,,,,,,,,,
251,samodejna,1986,,,,,,,,,
251,samodejna,1987,,,,,,,,,
251,samodejna,1988,,,,,,,,,
251,samodejna,1989,,,,,,,,,
251,samodejna,1990,,,,,,,,,
251,samodejna,1991,,,,,,,,,
251,samodejna,1992,,,,,,,,,
251,samodejna,1993,,,,,,,,,
251,samodejna,1994,,,,,,,,,
251,samodejna,1995,,,,,,,,,
251,samodejna,1996,,,,,,,,,
251,samodejna,1997,,,,,,,,,
251,samodejna,1998,,,,,,,,,
251,samodejna,1999,,,,,,,,,
251,samodejna,2000,,,,,,,,,
251,samodejna,2001,,,,,,,,,
251,samodejna,2002,,,,,,,,,
251,samodejna,2003,,,,,,,,,
251,samodejna,2004,,,,,,,,,
251,samodejna,2005,,,,,,,,,
251,samodejna,2006,,,,,,,,,
251,samodejna,2007,,,,,,,,,
251,samodejna,2008,,,,,,,,,
251,samodejna,2009,,,,,,,,,
251,samodejna,2010,,,,,,,,,
251,samodejna,2011,,,,,,,,,
251,samodejna,2012,,,,,,,,,
251,samodejna,2013,,,,,,,,,
251,samodejna,2014,,,,,,,,,
251,samodejna,2015,,,,,,,,,
251,samodejna,2016,,,,,,,,,
251,samodejna,2017,,,,,,,,,
251,samodejna,2018,,,,,,,,,
251,samodejna,2019,,,,,,,,,
251,samodejna,2020,,,,,,,,,
251,samodejna,2021,,,,,,,,,
251,samodejna,2022,,,,,,,,,
252,podnebna,1961,,,,,,,,,
252,podnebna,1962,,,,,,,,,
252,podnebna,1963,,,,,,,,,
252,podnebna,1964,,,,,,,,,
252,podnebna,1965,,,,,,,,,
252,podnebna,1966,,,,,,,,,
252,podnebna,1967,3691,3625,1966-07-02,1967-06-21,355,96,15,0,0
252,podnebna,1968,3560,3403,1967-09-14,1968-06-15,276,53,15,5,5
252,podnebna,1969,4000,3905,1968-07-28,1969-06-16,324,52,3,0,0
252,podnebna,1970,4144,3856,1969-07-02,1970-06-08,342,100,11,1,3
252,podnebna,1971,3830,3646,1970-07-06,1971-06-23,353,72,8,3,5
252,podnebna,1972,3842,3585,1971-07-02,1972-06-06,341,58,7,0,0
252,podnebna,1973,4233,3993,1972-07-14,1973-06-20,342,57,3,0,0
252,podnebna,1974,3926,3675,1973-07-30,1974-06-27,333,72,9,0,0
252,podnebna,1975,3961,3657,1974-09-10,1975-06-23,287,44,1,0,0
252,podnebna,1976,3956,3831,1975-07-03,1976-06-10,344,30,2,0,0
252,podnebna,1977,3736,3520,1976-08-07,1977-06-10,308,21,2,0,0
252,podnebna,1978,4253,4061,1977-07-02,1978-06-30,364,29,2,0,0
252,podnebna,1979,4013,3838,1978-07-24,1979-06-24,336,32,0,0,0
252,podnebna,1980,,,,,,,,,
252,podnebna,1981,,,,,,,,,
252,podnebna,1982,4051,3825,1981-08-24,1982-06-18,299,62,8,1,0
252,podnebna,1983,,,1982-10-04,1983-06-22,262,,,,
252,podnebna,1984,,,,,,,,,
252,podnebna,1985,4210,4040,1984-07-06,1985-06-30,360,91,16,2,0
252,podnebna,1986,,,,,,,,,
252,podnebna,1987,,,,,,,,,
252,podnebna,1988,,,,,,,,,
252,podnebna,1989,,,,,,,,,
252,podnebna,1990,,,,,,,,,
252,podnebna,1991,,,,,,,,,
252,podnebna,1992,,,,,,,,,
252,podnebna,1993,,,,,,,,,
252,podnebna,1994,,,,,,,,,
252,podnebna,1995,,,,,,,,,
252,podnebna,1996,,,,,,,,,
252,podnebna,1997,,,,,,,,,
252,podnebna,1998,,,,,,,,,
252,podnebna,1999,,,,,,,,,
252,podnebna,2000,,,,,,,,,
252,podnebna,2001,,,,,,,,,
252,podnebna,2002,,,,,,,,,
252,podnebna,2003,,,,,,,,,
252,podnebna,2004,,,,,,,,,
252,podnebna,2005,,,,,,,,,
252,podnebna,2006,,,,,,,,,
252,podnebna,2007,,,,,,,,,
252,podnebna,2008,,,,,,,,,
252,podnebna,2009,,,,,,,,,
252,podnebna,2010,,,,,,,,,
252,podnebna,2011,,,,,,,,,
252,podnebna,2012,,,,,,,,,
252,podnebna,2013,,,,,,,,,
252,podnebna,2014,,,,,,,,,
252,podnebna,2015,,,,,,,,,
252,podnebna,2016,,,,,,,,,
252,podnebna,2017,,,,,,,,,
252,podnebna,2018,,,,,,,,,
252,podnebna,2019,,,,,,,,,
252,podnebna,2020,,,,,,,,,
252,podnebna,2021,,,,,,,,,
252,podnebna,2022,,,,,,,,,
253,registrator,1961,,,,,,,,,
253,registrator,1962,,,,,,,,,
253,registrator,1963,,,,,,,,,
253,registrator,1964,,,,,,,,,
253,registrator,1965,,,,,,,,,
253,registrator,1966,,,,,,,,,
253,registrator,1967,,,,,,,,,
253,registrator,1968,,,,,,,,,
253,registrator,1969,,,,,,,,,
253,registrator,1970,,,,,,,,,
253,registrator,1971,,,,,,,,,
253,registrator,1972,,,,,,,,,
253,registrator,1973,,,,,,,,,
253,registrator,1974,,,,,,,,,
253,registrator,1975,,,,,,,,,
253,registrator,1976,,,,,,,,,
253,registrator,1977,,,,,,,,,
253,registrator,1978,,,,,,,,,
253,registrator,1979,,,,,,,,,
253,registrator,1980,,,,,,,,,
253,registrator,1981,,,,,,,,,
253,registrator,1982,,,,,,,,,
253,registrator,1983,,,,,,,,,
253,registrator,1984,,,,,,,,,
253,registrator,1985,,,,,,,,,
253,registrator,1986,,,,,,,,,
253,registrator,1987,,,,,,,,,
253,registrator,1988,,,,,,,,,
253,registrator,1989,,,,,,,,,
